"Kod";"Nazwa";"Miesiące";"Rodzaje towarów i usług";"Cena i wskaźniki";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
1200000;"MAŁOPOLSKIE";"lipiec";"mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l";"cena";"2008";2,03;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l";"cena";"2009";2,05;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l";"cena";"2010";2,08;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l";"cena";"2011";2,25;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l";"cena";"2012";2,41;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l";"cena";"2013";2,52;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l";"cena";"2014";2,70;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l";"cena";"2015";2,62;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l";"cena";"2016";2,49;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l";"cena";"2017";2,62;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l";"cena";"2018";2,60;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l";"cena";"2019";2,69;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"podkoszulek męski bawełniany, bez rękawa";"cena";"2006";;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"podkoszulek męski bawełniany, bez rękawa";"cena";"2007";;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"podkoszulek męski bawełniany, bez rękawa";"cena";"2008";;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"podkoszulek męski bawełniany, bez rękawa";"cena";"2009";;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"podkoszulek męski bawełniany, bez rękawa";"cena";"2010";;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"podkoszulek męski bawełniany, bez rękawa";"cena";"2011";;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"podkoszulek męski bawełniany, bez rękawa";"cena";"2012";;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"podkoszulek męski bawełniany, bez rękawa";"cena";"2013";;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"podkoszulek męski bawełniany, bez rękawa";"cena";"2014";;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"podkoszulek męski bawełniany, bez rękawa";"cena";"2015";;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"podkoszulek męski bawełniany, bez rękawa";"cena";"2016";;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"podkoszulek męski bawełniany, bez rękawa";"cena";"2017";;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"podkoszulek męski bawełniany, bez rękawa";"cena";"2018";23,36;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"podkoszulek męski bawełniany, bez rękawa";"cena";"2019";24,14;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2006";146,14;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2007";154,07;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2008";145,61;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2009";156,14;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2010";158,61;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2011";162,69;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2012";170,02;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2013";190,69;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2014";190,61;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2015";195,68;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2016";201,30;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2017";221,14;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2018";207,50;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2019";217,84;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2006";131,68;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2007";140,06;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2008";140,84;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2009";146,95;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2010";146,68;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2011";149,92;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2012";172,92;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2013";193,84;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2014";192,38;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2015";189,45;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2016";187,91;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2017";186,22;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2018";207,61;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2019";211,53;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"wizyta u lekarza specjalisty";"cena";"2006";50,54;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"wizyta u lekarza specjalisty";"cena";"2007";54,00;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"wizyta u lekarza specjalisty";"cena";"2008";56,92;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"wizyta u lekarza specjalisty";"cena";"2009";59,85;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"wizyta u lekarza specjalisty";"cena";"2010";61,38;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"wizyta u lekarza specjalisty";"cena";"2011";64,85;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"wizyta u lekarza specjalisty";"cena";"2012";72,15;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"wizyta u lekarza specjalisty";"cena";"2013";72,54;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"wizyta u lekarza specjalisty";"cena";"2014";79,46;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"wizyta u lekarza specjalisty";"cena";"2015";80,77;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"wizyta u lekarza specjalisty";"cena";"2016";85,38;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"wizyta u lekarza specjalisty";"cena";"2017";93,85;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"wizyta u lekarza specjalisty";"cena";"2018";99,23;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"wizyta u lekarza specjalisty";"cena";"2019";116,92;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"olej napędowy - za 1l";"cena";"2006";;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"olej napędowy - za 1l";"cena";"2007";;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"olej napędowy - za 1l";"cena";"2008";;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"olej napędowy - za 1l";"cena";"2009";;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"olej napędowy - za 1l";"cena";"2010";;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"olej napędowy - za 1l";"cena";"2011";;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"olej napędowy - za 1l";"cena";"2012";;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"olej napędowy - za 1l";"cena";"2013";5,55;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"olej napędowy - za 1l";"cena";"2014";5,38;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"olej napędowy - za 1l";"cena";"2015";4,70;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"olej napędowy - za 1l";"cena";"2016";4,22;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"olej napędowy - za 1l";"cena";"2017";4,19;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"olej napędowy - za 1l";"cena";"2018";5,07;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"olej napędowy - za 1l";"cena";"2019";5,11;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"bułka pszenna - za 50g";"cena";"2006";0,31;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"bułka pszenna - za 50g";"cena";"2007";0,34;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"bułka pszenna - za 50g";"cena";"2008";0,39;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"bułka pszenna - za 50g";"cena";"2009";0,42;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"bułka pszenna - za 50g";"cena";"2010";0,42;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"bułka pszenna - za 50g";"cena";"2011";0,48;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"bułka pszenna - za 50g";"cena";"2012";0,46;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"bułka pszenna - za 50g";"cena";"2013";0,47;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"bułka pszenna - za 50g";"cena";"2014";0,48;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"bułka pszenna - za 50g";"cena";"2015";0,44;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"bułka pszenna - za 50g";"cena";"2016";0,46;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"bułka pszenna - za 50g";"cena";"2017";0,46;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"bułka pszenna - za 50g";"cena";"2018";0,50;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"bułka pszenna - za 50g";"cena";"2019";0,54;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"kurczęta patroszone - za 1kg";"cena";"2006";6,22;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"kurczęta patroszone - za 1kg";"cena";"2007";6,92;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"kurczęta patroszone - za 1kg";"cena";"2008";6,54;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"kurczęta patroszone - za 1kg";"cena";"2009";7,36;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"kurczęta patroszone - za 1kg";"cena";"2010";6,93;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"kurczęta patroszone - za 1kg";"cena";"2011";7,36;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"kurczęta patroszone - za 1kg";"cena";"2012";7,76;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"kurczęta patroszone - za 1kg";"cena";"2013";8,17;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"kurczęta patroszone - za 1kg";"cena";"2014";7,85;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"kurczęta patroszone - za 1kg";"cena";"2015";7,44;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"kurczęta patroszone - za 1kg";"cena";"2016";7,24;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"kurczęta patroszone - za 1kg";"cena";"2017";7,37;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"kurczęta patroszone - za 1kg";"cena";"2018";7,88;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"kurczęta patroszone - za 1kg";"cena";"2019";7,87;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"kiełbasa wędzona - za 1kg";"cena";"2006";11,25;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"kiełbasa wędzona - za 1kg";"cena";"2007";11,49;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"kiełbasa wędzona - za 1kg";"cena";"2008";12,23;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"kiełbasa wędzona - za 1kg";"cena";"2009";13,29;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"kiełbasa wędzona - za 1kg";"cena";"2010";13,30;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"kiełbasa wędzona - za 1kg";"cena";"2011";13,64;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"kiełbasa wędzona - za 1kg";"cena";"2012";14,94;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"kiełbasa wędzona - za 1kg";"cena";"2013";14,79;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"kiełbasa wędzona - za 1kg";"cena";"2014";15,21;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"kiełbasa wędzona - za 1kg";"cena";"2015";14,60;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"kiełbasa wędzona - za 1kg";"cena";"2016";14,57;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"kiełbasa wędzona - za 1kg";"cena";"2017";;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"kiełbasa wędzona - za 1kg";"cena";"2018";;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"kiełbasa wędzona - za 1kg";"cena";"2019";;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l";"cena";"2006";2,40;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l";"cena";"2007";2,53;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l";"cena";"2008";2,75;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l";"cena";"2009";2,72;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l";"cena";"2010";2,66;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l";"cena";"2011";2,81;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l";"cena";"2012";2,74;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l";"cena";"2013";2,70;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l";"cena";"2014";3,00;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l";"cena";"2015";2,83;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l";"cena";"2016";2,63;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l";"cena";"2017";2,79;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l";"cena";"2018";2,69;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l";"cena";"2019";2,67;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l";"cena";"2006";1,61;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l";"cena";"2007";1,70;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l";"cena";"2008";2,03;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l";"cena";"2009";2,04;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l";"cena";"2010";2,07;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l";"cena";"2011";2,25;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l";"cena";"2012";2,44;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l";"cena";"2013";2,49;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l";"cena";"2014";2,71;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l";"cena";"2015";2,59;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l";"cena";"2016";2,46;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l";"cena";"2017";2,64;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l";"cena";"2018";2,63;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l";"cena";"2019";2,70;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"podkoszulek męski bawełniany, bez rękawa";"cena";"2006";;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"podkoszulek męski bawełniany, bez rękawa";"cena";"2007";;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"podkoszulek męski bawełniany, bez rękawa";"cena";"2008";;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"podkoszulek męski bawełniany, bez rękawa";"cena";"2009";;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"podkoszulek męski bawełniany, bez rękawa";"cena";"2010";;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"podkoszulek męski bawełniany, bez rękawa";"cena";"2011";;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"podkoszulek męski bawełniany, bez rękawa";"cena";"2012";;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"podkoszulek męski bawełniany, bez rękawa";"cena";"2013";;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"podkoszulek męski bawełniany, bez rękawa";"cena";"2014";;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"podkoszulek męski bawełniany, bez rękawa";"cena";"2015";;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"podkoszulek męski bawełniany, bez rękawa";"cena";"2016";;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"podkoszulek męski bawełniany, bez rękawa";"cena";"2017";;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"podkoszulek męski bawełniany, bez rękawa";"cena";"2018";22,14;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"podkoszulek męski bawełniany, bez rękawa";"cena";"2019";23,76;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2006";145,29;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2007";154,22;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2008";145,61;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2009";156,14;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2010";158,84;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2011";159,77;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2012";170,02;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2013";190,69;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2014";186,46;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2015";195,68;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2016";195,15;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2017";221,14;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2018";205,27;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2019";222,76;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2006";127,93;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2007";140,14;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2008";141,53;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2009";145,42;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2010";150,07;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2011";149,92;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2012";174,84;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2013";193,84;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2014";183,61;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2015";189,45;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2016";184,07;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2017";189,30;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2018";206,07;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2019";212,68;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"wizyta u lekarza specjalisty";"cena";"2006";50,92;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"wizyta u lekarza specjalisty";"cena";"2007";54,00;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"wizyta u lekarza specjalisty";"cena";"2008";56,92;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"wizyta u lekarza specjalisty";"cena";"2009";59,85;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"wizyta u lekarza specjalisty";"cena";"2010";61,38;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"wizyta u lekarza specjalisty";"cena";"2011";64,85;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"wizyta u lekarza specjalisty";"cena";"2012";72,15;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"wizyta u lekarza specjalisty";"cena";"2013";72,54;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"wizyta u lekarza specjalisty";"cena";"2014";79,46;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"wizyta u lekarza specjalisty";"cena";"2015";81,15;"zł";"";
